measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,570,Washington,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1990,4.639808827,4.905759956,4.336305645
1,Deaths,570,Washington,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1990,1.30148941,1.3917877,1.211857417
1,Deaths,570,Washington,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1990,2.959957575,3.115349225,2.796133858
1,Deaths,554,New Mexico,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1990,56.45601829,60.436608,52.46632372
1,Deaths,554,New Mexico,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1990,16.822854,18.14515483,15.55276549
1,Deaths,554,New Mexico,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1990,73.2788723,77.95153118,68.79280696
1,Deaths,554,New Mexico,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.009653107,0.010257176,0.00905023
1,Deaths,554,New Mexico,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.003529516,0.003757904,0.003305354
1,Deaths,554,New Mexico,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.006903574,0.007299147,0.006503342
1,Deaths,554,New Mexico,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1990,7.414649759,7.937440409,6.890663321
1,Deaths,554,New Mexico,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1990,2.145376885,2.314006633,1.983405645
1,Deaths,554,New Mexico,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1990,4.741262036,5.043590654,4.451006324
1,Deaths,552,New Hampshire,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1991,8.839686827,9.745565981,7.957285289
1,Deaths,552,New Hampshire,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1991,4.076550339,4.443622134,3.727740523
1,Deaths,552,New Hampshire,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1991,12.91623717,13.98792752,11.82955828
1,Deaths,552,New Hampshire,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.002102914,0.002291633,0.001911458
1,Deaths,552,New Hampshire,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.00094455,0.001017923,0.000876235
1,Deaths,552,New Hampshire,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.001516131,0.001633265,0.001404555
1,Deaths,552,New Hampshire,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1991,1.572631286,1.733792414,1.415646961
1,Deaths,552,New Hampshire,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1991,0.699478591,0.762462938,0.639627742
1,Deaths,552,New Hampshire,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1991,1.128160324,1.22176642,1.033245064
1,Deaths,552,New Hampshire,1,Male,22,All ages,854,Executions and police conflict,1,Number,1991,1.029374494,1.354996339,0.778936952
1,Deaths,552,New Hampshire,2,Female,22,All ages,854,Executions and police conflict,1,Number,1991,0.079887673,0.090465638,0.071918204
1,Deaths,552,New Hampshire,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,1.109262167,1.438343306,0.854693754
1,Deaths,552,New Hampshire,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1991,0.0002449,0.00032277,0.000187353
1,Deaths,552,New Hampshire,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1991,1.85E-05,2.10E-05,1.69E-05
1,Deaths,552,New Hampshire,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000130212,0.000167675,0.000101522
1,Deaths,552,New Hampshire,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1991,0.183131661,0.241061666,0.138577378
1,Deaths,552,New Hampshire,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1991,0.013707599,0.015522629,0.01234015
1,Deaths,552,New Hampshire,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.096887782,0.125631159,0.074652669
1,Deaths,536,Illinois,1,Male,22,All ages,854,Executions and police conflict,1,Number,1991,23.5246938,29.48485182,18.35090767
1,Deaths,536,Illinois,2,Female,22,All ages,854,Executions and police conflict,1,Number,1991,1.608035388,1.669857138,1.553179085
1,Deaths,536,Illinois,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,25.13272919,31.12390883,19.93147142
1,Deaths,536,Illinois,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000450011,0.000567244,0.000350939
1,Deaths,536,Illinois,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1991,3.18E-05,3.29E-05,3.08E-05
1,Deaths,536,Illinois,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000244298,0.000302291,0.00019426
1,Deaths,536,Illinois,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1991,0.412059639,0.516458046,0.321435359
1,Deaths,536,Illinois,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1991,0.026706699,0.027733452,0.02579563
1,Deaths,536,Illinois,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.214257628,0.265332699,0.169916675
1,Deaths,570,Washington,1,Male,22,All ages,854,Executions and police conflict,1,Number,1990,10.23024688,13.15292329,7.937316955
1,Deaths,570,Washington,2,Female,22,All ages,854,Executions and police conflict,1,Number,1990,0.54462728,0.644792674,0.458886405
1,Deaths,570,Washington,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,10.77487416,13.72922594,8.503015459
1,Deaths,570,Washington,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000532157,0.000679349,0.000413034
1,Deaths,570,Washington,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1990,3.16E-05,3.71E-05,2.67E-05
1,Deaths,570,Washington,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000295426,0.000374664,0.00023254
1,Deaths,570,Washington,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1990,0.414991443,0.533550234,0.321978409
1,Deaths,570,Washington,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1990,0.021811661,0.025823163,0.018377843
1,Deaths,570,Washington,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.217142326,0.276680359,0.17135834
1,Deaths,569,Virginia,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1991,331.3438916,347.0836939,316.0996783
1,Deaths,569,Virginia,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1991,83.62924889,89.11470953,78.84058272
1,Deaths,569,Virginia,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1991,414.9731404,433.4845238,398.8271651
1,Deaths,569,Virginia,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.013245173,0.013820101,0.012651111
1,Deaths,569,Virginia,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.00361514,0.003824359,0.003429086
1,Deaths,569,Virginia,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.008618665,0.008979574,0.008278876
1,Deaths,569,Virginia,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1991,10.56546678,11.0673573,10.07937896
1,Deaths,569,Virginia,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1991,2.573873431,2.742700505,2.426491734
1,Deaths,569,Virginia,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1991,6.498921054,6.788829019,6.246057894
1,Deaths,569,Virginia,1,Male,22,All ages,854,Executions and police conflict,1,Number,1991,14.59953068,18.38276897,11.44916148
1,Deaths,569,Virginia,2,Female,22,All ages,854,Executions and police conflict,1,Number,1991,0.627208536,0.733104418,0.545443311
1,Deaths,569,Virginia,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,15.22673922,18.99772041,12.03905035
1,Deaths,569,Virginia,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000583571,0.000733422,0.000455155
1,Deaths,569,Virginia,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1991,2.71E-05,3.17E-05,2.36E-05
1,Deaths,569,Virginia,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000316235,0.000393925,0.000249189
1,Deaths,569,Virginia,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1991,0.46553101,0.586166034,0.365076099
1,Deaths,569,Virginia,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1991,0.019303717,0.022562895,0.016787213
1,Deaths,569,Virginia,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.238466943,0.297524522,0.188544342
1,Deaths,555,New York,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1990,1638.7906,1699.561817,1578.642298
1,Deaths,555,New York,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1990,187.015416,197.518148,177.1478109
1,Deaths,555,New York,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1990,1825.806016,1890.329383,1764.505371
1,Deaths,555,New York,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.019197001,0.019857442,0.018556109
1,Deaths,555,New York,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.002248826,0.002372281,0.002135728
1,Deaths,555,New York,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.010833891,0.011193991,0.010478743
1,Deaths,555,New York,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1990,18.62041064,19.31091071,17.93698832
1,Deaths,555,New York,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1990,1.961922615,2.072103625,1.858404531
1,Deaths,555,New York,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1990,9.958961762,10.3109081,9.624593945
1,Deaths,555,New York,1,Male,22,All ages,854,Executions and police conflict,1,Number,1990,33.61560594,42.24651907,26.18286438
1,Deaths,555,New York,2,Female,22,All ages,854,Executions and police conflict,1,Number,1990,1.911470084,2.006837726,1.842062024
1,Deaths,555,New York,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,35.52707602,44.20951486,28.0890796
1,Deaths,555,New York,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1990,0.00039378,0.000494338,0.00030635
1,Deaths,555,New York,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1990,2.30E-05,2.41E-05,2.22E-05
1,Deaths,555,New York,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000210812,0.000261291,0.000166227
1,Deaths,555,New York,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1990,0.381950193,0.480017114,0.297497244
1,Deaths,555,New York,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1990,0.020052659,0.021053132,0.01932452
1,Deaths,555,New York,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.193784437,0.241143289,0.153213467
1,Deaths,571,West Virginia,1,Male,22,All ages,854,Executions and police conflict,1,Number,1990,3.301161686,4.202670568,2.547401184
1,Deaths,571,West Virginia,2,Female,22,All ages,854,Executions and police conflict,1,Number,1990,0.196161907,0.234206933,0.16865146
1,Deaths,571,West Virginia,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,3.497323593,4.414109812,2.733509235
1,Deaths,571,West Virginia,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000330944,0.000421983,0.000255999
1,Deaths,571,West Virginia,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1990,2.16E-05,2.56E-05,1.87E-05
1,Deaths,571,West Virginia,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,0.00018334,0.000231539,0.000143611
1,Deaths,571,West Virginia,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1990,0.375006415,0.477416308,0.28938049
1,Deaths,571,West Virginia,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1990,0.020649847,0.024654824,0.017753838
1,Deaths,571,West Virginia,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.191085688,0.241176771,0.149352635
1,Deaths,553,New Jersey,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1991,233.7215167,247.6440439,219.1540486
1,Deaths,553,New Jersey,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1991,43.8690339,47.14427432,40.63744006
1,Deaths,553,New Jersey,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1991,277.5905506,291.8031658,262.7743522
1,Deaths,553,New Jersey,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.006635417,0.007003166,0.006229977
1,Deaths,553,New Jersey,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.001255762,0.001341418,0.001166069
1,Deaths,553,New Jersey,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.003956737,0.00415195,0.003757549
1,Deaths,553,New Jersey,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1991,6.079074806,6.441198438,5.700176322
1,Deaths,553,New Jersey,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1991,1.071210937,1.151187017,0.992300636
1,Deaths,553,New Jersey,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1991,3.496118522,3.675119527,3.309515681
1,Deaths,537,Indiana,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1991,220.189401,231.7081868,207.7498156
1,Deaths,537,Indiana,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1991,63.08793502,67.29994724,59.35001263
1,Deaths,537,Indiana,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1991,283.277336,296.1054785,270.2627596
1,Deaths,537,Indiana,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.008786279,0.009203974,0.008313452
1,Deaths,537,Indiana,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.002532205,0.002687221,0.002391934
1,Deaths,537,Indiana,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.005668542,0.005915323,0.005421156
1,Deaths,537,Indiana,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1991,7.964789233,8.381451892,7.514819002
1,Deaths,537,Indiana,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1991,2.157803252,2.301867147,2.029954701
1,Deaths,537,Indiana,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1991,4.98004688,5.205567044,4.751249188
1,Deaths,525,Arizona,1,Male,22,All ages,854,Executions and police conflict,1,Number,1990,26.40878859,34.05625327,20.89532806
1,Deaths,525,Arizona,2,Female,22,All ages,854,Executions and police conflict,1,Number,1990,1.208251139,1.452295647,1.005229542
1,Deaths,525,Arizona,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,27.61703973,35.34382835,22.08447487
1,Deaths,525,Arizona,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1990,0.001685571,0.002172098,0.001341852
1,Deaths,525,Arizona,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1990,9.58E-05,0.000115892,8.02E-05
1,Deaths,525,Arizona,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000976791,0.001245073,0.000783045
1,Deaths,525,Arizona,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1990,1.426856626,1.840046183,1.128966487
1,Deaths,525,Arizona,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1990,0.063944244,0.076859805,0.053199737
1,Deaths,525,Arizona,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.738349405,0.944927295,0.590434712
1,Deaths,536,Illinois,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1991,859.7505495,892.9631848,821.8030387
1,Deaths,536,Illinois,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1991,120.2765084,126.7895543,114.1274087
1,Deaths,536,Illinois,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1991,980.027058,1013.853008,941.0491988
1,Deaths,536,Illinois,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.016446772,0.017047264,0.015781488
1,Deaths,536,Illinois,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.002376932,0.002503095,0.002262705
1,Deaths,536,Illinois,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.009526337,0.009866556,0.009160002
1,Deaths,536,Illinois,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1991,15.05943092,15.64118499,14.39474054
1,Deaths,536,Illinois,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1991,1.997585721,2.1057562,1.895459762
1,Deaths,536,Illinois,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1991,8.354773999,8.643141721,8.022486026
1,Deaths,524,Alaska,1,Male,22,All ages,854,Executions and police conflict,1,Number,1990,1.522362589,2.013704146,1.137061997
1,Deaths,524,Alaska,2,Female,22,All ages,854,Executions and police conflict,1,Number,1990,0.085256467,0.10776753,0.068965445
1,Deaths,524,Alaska,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,1.607619056,2.101397399,1.214411324
1,Deaths,524,Alaska,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1990,0.001137314,0.001484585,0.000848512
1,Deaths,524,Alaska,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000106151,0.00013325,8.67E-05
1,Deaths,524,Alaska,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000750593,0.000972884,0.000569603
1,Deaths,524,Alaska,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1990,0.516003495,0.682543295,0.38540619
1,Deaths,524,Alaska,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1990,0.032263709,0.040782598,0.026098678
1,Deaths,524,Alaska,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.287445265,0.375733748,0.217138994
1,Deaths,566,Texas,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1992,1348.249758,1398.837964,1298.723697
1,Deaths,566,Texas,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1992,272.4102901,283.9837706,261.088691
1,Deaths,566,Texas,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1992,1620.660048,1674.110235,1569.671279
1,Deaths,566,Texas,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1992,0.019641393,0.020342166,0.018976522
1,Deaths,566,Texas,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1992,0.00450684,0.004691868,0.004331149
1,Deaths,566,Texas,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1992,0.012554861,0.012970797,0.012171034
1,Deaths,566,Texas,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1992,15.18916348,15.75908202,14.6312109
1,Deaths,566,Texas,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1992,2.994321275,3.121536436,2.869874783
1,Deaths,566,Texas,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1992,9.016712971,9.314088718,8.733031579
1,Deaths,566,Texas,1,Male,22,All ages,854,Executions and police conflict,1,Number,1992,77.64426445,94.91248382,62.51633624
1,Deaths,566,Texas,2,Female,22,All ages,854,Executions and police conflict,1,Number,1992,2.60024372,2.949754631,2.377295429
1,Deaths,566,Texas,3,Both,22,All ages,854,Executions and police conflict,1,Number,1992,80.24450817,97.55298965,65.11027436
1,Deaths,566,Texas,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1992,0.001131143,0.001383344,0.000910422
1,Deaths,566,Texas,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1992,4.30E-05,4.87E-05,3.95E-05
1,Deaths,566,Texas,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1992,0.000621636,0.000757074,0.000505034
1,Deaths,566,Texas,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1992,0.874727712,1.069268676,0.704298922
1,Deaths,566,Texas,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1992,0.028581758,0.032423566,0.026131121
1,Deaths,566,Texas,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1992,0.446448778,0.542746339,0.362247873
1,Deaths,102,United States of America,1,Male,22,All ages,854,Executions and police conflict,1,Number,1990,673.9784417,715.9165114,632.8860707
1,Deaths,102,United States of America,2,Female,22,All ages,854,Executions and police conflict,1,Number,1990,34.76339976,36.17090469,33.49531123
1,Deaths,102,United States of America,3,Both,22,All ages,854,Executions and police conflict,1,Number,1990,708.7418414,750.883623,667.294779
1,Deaths,102,United States of America,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1990,0.000609072,0.000647453,0.000571837
1,Deaths,102,United States of America,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1990,3.39E-05,3.53E-05,3.27E-05
1,Deaths,102,United States of America,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1990,0.00033236,0.000352107,0.000312993
1,Deaths,102,United States of America,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1990,0.54434472,0.578216377,0.511156099
1,Deaths,102,United States of America,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1990,0.02678415,0.02786859,0.025807126
1,Deaths,102,United States of America,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1990,0.279466189,0.296083245,0.263123069
1,Deaths,568,Vermont,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1991,6.474531671,7.077580101,5.841982883
1,Deaths,568,Vermont,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1991,3.259234779,3.545202907,2.983488972
1,Deaths,568,Vermont,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1991,9.73376645,10.50272159,9.010345624
1,Deaths,568,Vermont,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.002850514,0.003102962,0.002595808
1,Deaths,568,Vermont,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.001441558,0.001555931,0.001341314
1,Deaths,568,Vermont,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1991,0.002147767,0.002302709,0.001996187
1,Deaths,568,Vermont,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1991,2.285905169,2.498818102,2.062576809
1,Deaths,568,Vermont,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1991,1.107809663,1.205009857,1.014084021
1,Deaths,568,Vermont,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1991,1.685668783,1.818834468,1.560388614
1,Deaths,568,Vermont,1,Male,22,All ages,854,Executions and police conflict,1,Number,1991,0.559276757,0.728286221,0.429363137
1,Deaths,568,Vermont,2,Female,22,All ages,854,Executions and police conflict,1,Number,1991,0.034099895,0.036095593,0.032266846
1,Deaths,568,Vermont,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,0.593376652,0.761087174,0.463038141
1,Deaths,568,Vermont,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000246241,0.00032036,0.000188092
1,Deaths,568,Vermont,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1991,1.51E-05,1.57E-05,1.45E-05
1,Deaths,568,Vermont,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000130936,0.000168211,0.00010165
1,Deaths,568,Vermont,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1991,0.197458858,0.257129523,0.151591415
1,Deaths,568,Vermont,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1991,0.01159051,0.012268845,0.010967459
1,Deaths,568,Vermont,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.102759451,0.131803131,0.080187761
1,Deaths,557,North Dakota,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1990,4.477365257,4.985544807,4.003878737
1,Deaths,557,North Dakota,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1990,2.723013591,2.967829889,2.493458064
1,Deaths,557,North Dakota,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1990,7.200378848,7.844146216,6.612229203
1,Deaths,557,North Dakota,1,Male,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.001503168,0.001658303,0.001355353
1,Deaths,557,North Dakota,2,Female,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.001074654,0.001159964,0.000997074
1,Deaths,557,North Dakota,3,Both,22,All ages,725,Physical violence by firearm,2,Percent,1990,0.001306242,0.001416367,0.001205157
1,Deaths,557,North Dakota,1,Male,22,All ages,725,Physical violence by firearm,3,Rate,1990,1.3800687,1.536706063,1.234124849
1,Deaths,557,North Dakota,2,Female,22,All ages,725,Physical violence by firearm,3,Rate,1990,0.835651688,0.910782107,0.765204568
1,Deaths,557,North Dakota,3,Both,22,All ages,725,Physical violence by firearm,3,Rate,1990,1.107263906,1.206261526,1.016819099
1,Deaths,553,New Jersey,1,Male,22,All ages,854,Executions and police conflict,1,Number,1991,13.54603392,17.18677452,10.39031226
1,Deaths,553,New Jersey,2,Female,22,All ages,854,Executions and police conflict,1,Number,1991,1.061739118,1.120979116,1.018874742
1,Deaths,553,New Jersey,3,Both,22,All ages,854,Executions and police conflict,1,Number,1991,14.60777304,18.25047993,11.45114139
1,Deaths,553,New Jersey,1,Male,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000384578,0.000487895,0.000295738
1,Deaths,553,New Jersey,2,Female,22,All ages,854,Executions and police conflict,2,Percent,1991,3.04E-05,3.20E-05,2.93E-05
1,Deaths,553,New Jersey,3,Both,22,All ages,854,Executions and police conflict,2,Percent,1991,0.000208216,0.000259887,0.00016344
1,Deaths,553,New Jersey,1,Male,22,All ages,854,Executions and police conflict,3,Rate,1991,0.352331076,0.447026399,0.270251051
1,Deaths,553,New Jersey,2,Female,22,All ages,854,Executions and police conflict,3,Rate,1991,0.025925954,0.027372499,0.024879275
1,Deaths,553,New Jersey,3,Both,22,All ages,854,Executions and police conflict,3,Rate,1991,0.183977826,0.229855954,0.144221579
1,Deaths,536,Illinois,1,Male,22,All ages,725,Physical violence by firearm,1,Number,1992,860.1071283,894.6521239,826.5935112
1,Deaths,536,Illinois,2,Female,22,All ages,725,Physical violence by firearm,1,Number,1992,117.9093246,124.7016915,111.7590555
1,Deaths,536,Illinois,3,Both,22,All ages,725,Physical violence by firearm,1,Number,1992,978.0164528,1016.095118,942.6506363
